106,2025-07-23,16:54:51
105,2025-07-23,16:54:51
104,2025-07-23,16:54:51
102,2025-07-23,16:54:51
103,2025-07-23,16:54:51
101,2025-07-23,16:54:51
107,2025-07-23,16:55:41
107,2025-07-23,16:57:48
